True,filename,width,height,class,xmin,ymin,xmax,ymax
10642,ASG000ezys.jpg,2048,1536,Zebra,1,954,68,1107
10643,ASG000ezys.jpg,2048,1536,Zebra,117,992,641,1206
10647,ASG000df99.jpg,2048,1536,Wildebeest,1830,831,1872,893
10648,ASG000df99.jpg,2048,1536,Wildebeest,1701,826,1790,893
10649,ASG000df99.jpg,2048,1536,Wildebeest,1596,818,1704,895
10650,ASG000df99.jpg,2048,1536,Wildebeest,1566,816,1611,889
10651,ASG000df99.jpg,2048,1536,Wildebeest,1492,812,1573,874
10652,ASG000df99.jpg,2048,1536,Wildebeest,801,763,908,837
10653,ASG000df99.jpg,2048,1536,Wildebeest,27,618,608,991
10654,ASG000df99.jpg,2048,1536,Zebra,1232,729,1407,942
10655,ASG000df99.jpg,2048,1536,Zebra,1106,711,1361,962
10656,ASG000df99.jpg,2048,1536,Zebra,936,724,1209,899
10657,ASG000df99.jpg,2048,1536,Zebra,1064,729,1291,899
10658,ASG000df99.jpg,2048,1536,Zebra,534,706,834,881
10659,ASG000egeq.jpg,2048,1536,Wildebeest,1941,791,2048,859
10660,ASG000egeq.jpg,2048,1536,Wildebeest,1844,791,1956,848
10661,ASG000egeq.jpg,2048,1536,Wildebeest,1755,773,1885,857
10662,ASG000egeq.jpg,2048,1536,Wildebeest,1641,803,1710,836
10663,ASG000egeq.jpg,2048,1536,Wildebeest,1436,759,1607,853
10664,ASG000egeq.jpg,2048,1536,Wildebeest,1071,757,1128,803
10665,ASG000egeq.jpg,2048,1536,Wildebeest,1016,759,1105,811
10666,ASG000egeq.jpg,2048,1536,Wildebeest,947,746,987,797
10667,ASG000egeq.jpg,2048,1536,Wildebeest,887,749,968,802
10668,ASG000egeq.jpg,2048,1536,Wildebeest,845,754,894,794
10669,ASG000egeq.jpg,2048,1536,Wildebeest,803,746,865,794
10670,ASG000egeq.jpg,2048,1536,Wildebeest,711,737,829,793
10671,ASG000egeq.jpg,2048,1536,Wildebeest,653,764,712,791
10672,ASG000egeq.jpg,2048,1536,Wildebeest,313,709,473,788
10673,ASG000egeq.jpg,2048,1536,Wildebeest,1,685,115,771
10674,ASG000egeq.jpg,2048,1536,Wildebeest,70,696,221,777
10675,ASG000d7tr.jpg,2048,1536,Zebra,419,783,586,914
10676,ASG000d7tr.jpg,2048,1536,Zebra,113,794,227,876
10677,ASG000d7tr.jpg,2048,1536,Zebra,71,798,172,868
10693,ASG000bd8q.jpg,2048,1536,Wildebeest,1813,751,1846,780
10694,ASG000bd8q.jpg,2048,1536,Wildebeest,1765,750,1803,783
10695,ASG000bd8q.jpg,2048,1536,Wildebeest,1700,756,1734,782
10696,ASG000bd8q.jpg,2048,1536,Wildebeest,1514,761,1549,795
10697,ASG000bd8q.jpg,2048,1536,Wildebeest,1437,777,1479,810
10698,ASG000bd8q.jpg,2048,1536,Wildebeest,1296,747,1395,816
10699,ASG000bd8q.jpg,2048,1536,Wildebeest,1261,790,1291,815
10700,ASG000bd8q.jpg,2048,1536,Wildebeest,1204,796,1241,822
10701,ASG000bd8q.jpg,2048,1536,Wildebeest,1048,769,1192,834
10702,ASG000bd8q.jpg,2048,1536,Wildebeest,933,809,988,839
10703,ASG000bd8q.jpg,2048,1536,Wildebeest,812,808,880,856
10704,ASG000bd8q.jpg,2048,1536,Wildebeest,890,805,937,853
10705,ASG000bd8q.jpg,2048,1536,Wildebeest,582,787,777,894
10706,ASG000bd8q.jpg,2048,1536,Wildebeest,479,837,545,879
10707,ASG000bd8q.jpg,2048,1536,Wildebeest,281,842,376,891
10708,ASG000bd8q.jpg,2048,1536,Wildebeest,193,838,305,905
10709,ASG000bd8q.jpg,2048,1536,Wildebeest,65,866,137,908
10724,ASG000e6wt.jpg,2048,1536,Wildebeest,1069,1117,1569,1536
10725,ASG000e6wt.jpg,2048,1536,Wildebeest,662,1,2048,1536
10732,ASG000deft.jpg,2048,1536,Wildebeest,1,282,639,1292
10733,ASG000deft.jpg,2048,1536,Wildebeest,564,17,2048,1536
10734,ASG000deft.jpg,2048,1536,Wildebeest,847,314,1537,1467
10736,ASG000crtj.jpg,2048,1536,Wildebeest,1669,915,2048,1457
10737,ASG000crtj.jpg,2048,1536,Wildebeest,1267,947,1922,1358
10738,ASG000crtj.jpg,2048,1536,Wildebeest,1997,763,2032,794
10739,ASG000crtj.jpg,2048,1536,Wildebeest,1922,772,1961,796
10740,ASG000crtj.jpg,2048,1536,Wildebeest,1919,759,1965,777
10741,ASG000crtj.jpg,2048,1536,Wildebeest,1729,735,1873,826
10742,ASG000crtj.jpg,2048,1536,Wildebeest,1620,727,1768,812
10743,ASG000crtj.jpg,2048,1536,Wildebeest,1432,717,1686,868
10744,ASG000crtj.jpg,2048,1536,Wildebeest,1362,790,1486,855
10745,ASG000crtj.jpg,2048,1536,Wildebeest,1311,788,1408,840
10746,ASG000crtj.jpg,2048,1536,Wildebeest,1171,810,1237,841
10747,ASG000crtj.jpg,2048,1536,Wildebeest,1056,813,1124,859
10748,ASG000crtj.jpg,2048,1536,Wildebeest,837,832,893,869
10749,ASG000crtj.jpg,2048,1536,Wildebeest,772,840,825,867
10750,ASG000crtj.jpg,2048,1536,Wildebeest,667,845,744,897
10751,ASG000crtj.jpg,2048,1536,Wildebeest,447,841,536,912
10752,ASG000crtj.jpg,2048,1536,Wildebeest,502,840,593,900
10753,ASG000crtj.jpg,2048,1536,Wildebeest,533,835,594,883
10754,ASG000crtj.jpg,2048,1536,Wildebeest,416,847,496,903
10755,ASG000crtj.jpg,2048,1536,Wildebeest,374,848,437,903
10756,ASG000crtj.jpg,2048,1536,Wildebeest,307,863,387,927
10757,ASG000crtj.jpg,2048,1536,Wildebeest,332,853,393,892
10758,ASG000crtj.jpg,2048,1536,Wildebeest,229,858,328,905
10759,ASG000crtj.jpg,2048,1536,Wildebeest,91,866,224,916
10760,ASG000crtj.jpg,2048,1536,Wildebeest,1,920,348,1096
10761,ASG000crtj.jpg,2048,1536,Wildebeest,59,913,201,974
10762,ASG000crtj.jpg,2048,1536,Wildebeest,202,897,311,955
10763,ASG000crtj.jpg,2048,1536,Wildebeest,244,917,506,1040
10771,ASG000c992.jpg,2048,1536,Wildebeest,1,722,80,1049
10779,ASG000bjf9.jpg,2048,1536,Wildebeest,1,189,34,1136
10780,ASG000bjf9.jpg,2048,1536,Wildebeest,758,395,790,419
10781,ASG000bjf9.jpg,2048,1536,Wildebeest,687,387,747,422
10782,ASG000bjf9.jpg,2048,1536,Wildebeest,383,335,537,484
10783,ASG000bjf9.jpg,2048,1536,Wildebeest,1371,100,2048,1061
10785,ASG000eu52.jpg,2048,1536,Wildebeest,1,1,2048,1536
10786,ASG000ewmw.jpg,2048,1536,Wildebeest,1219,768,1371,883
10787,ASG000ewmw.jpg,2048,1536,Wildebeest,986,807,1022,840
10788,ASG000ewmw.jpg,2048,1536,Wildebeest,1022,818,1062,848
10789,ASG000ewmw.jpg,2048,1536,Wildebeest,955,819,1001,860
10790,ASG000ewmw.jpg,2048,1536,Wildebeest,871,797,953,854
10791,ASG000ewmw.jpg,2048,1536,Wildebeest,860,806,923,855
10792,ASG000ewmw.jpg,2048,1536,Wildebeest,307,838,336,869
10793,ASG000ewmw.jpg,2048,1536,Wildebeest,338,838,372,863
10794,ASG000ewmw.jpg,2048,1536,Wildebeest,349,847,391,866
10795,ASG000ewmw.jpg,2048,1536,Wildebeest,518,832,557,863
10796,ASG000ewmw.jpg,2048,1536,Wildebeest,121,824,162,882
10797,ASG000ewmw.jpg,2048,1536,Wildebeest,94,842,126,869
10798,ASG000ewmw.jpg,2048,1536,Wildebeest,60,840,93,864
10799,ASG000ewmw.jpg,2048,1536,Wildebeest,1775,673,2048,934
10800,ASG000ewmw.jpg,2048,1536,Wildebeest,1653,846,1849,964
10801,ASG000ewmw.jpg,2048,1536,Wildebeest,1824,1155,2048,1455
10802,ASG000ewmw.jpg,2048,1536,Wildebeest,968,831,2048,1366
10803,ASG000ewmw.jpg,2048,1536,Wildebeest,1080,769,1896,1456
10804,ASG000ewmw.jpg,2048,1536,Wildebeest,470,769,1344,1536
10805,ASG000ewmw.jpg,2048,1536,Wildebeest,386,806,977,1457
10806,ASG000ewmw.jpg,2048,1536,Wildebeest,1,948,520,1454
10808,ASG000eb6a.jpg,2048,1536,Wildebeest,1,814,30,850
10809,ASG000eb6a.jpg,2048,1536,Wildebeest,49,815,105,852
10810,ASG000eb6a.jpg,2048,1536,Wildebeest,122,820,163,849
10811,ASG000eb6a.jpg,2048,1536,Zebra,157,817,220,855
10812,ASG000eb6a.jpg,2048,1536,Zebra,137,804,212,848
10813,ASG000eb6a.jpg,2048,1536,Wildebeest,260,824,308,849
10814,ASG000eb6a.jpg,2048,1536,Wildebeest,726,820,761,845
10815,ASG000eb6a.jpg,2048,1536,Zebra,748,800,834,852
10816,ASG000eb6a.jpg,2048,1536,Zebra,816,794,899,854
10817,ASG000eb6a.jpg,2048,1536,Zebra,841,799,944,855
10818,ASG000eb6a.jpg,2048,1536,Wildebeest,787,810,921,890
10819,ASG000eb6a.jpg,2048,1536,Wildebeest,982,816,1023,837
10820,ASG000eb6a.jpg,2048,1536,Wildebeest,953,792,1071,869
10821,ASG000eb6a.jpg,2048,1536,Wildebeest,884,836,1028,926
10822,ASG000eb6a.jpg,2048,1536,Wildebeest,1042,807,1163,893
10823,ASG000eb6a.jpg,2048,1536,Wildebeest,1405,798,1461,835
10824,ASG000eb6a.jpg,2048,1536,Wildebeest,1938,790,2005,839
10825,ASG000eb6a.jpg,2048,1536,Wildebeest,1006,770,1390,972
10826,ASG000eb6a.jpg,2048,1536,Wildebeest,1016,799,1501,1023
10827,ASG000eb6a.jpg,2048,1536,Wildebeest,1456,825,1716,930
10828,ASG000eb6a.jpg,2048,1536,Wildebeest,1449,555,1969,980
10829,ASG000eb6a.jpg,2048,1536,Wildebeest,1553,763,2010,1035
10830,ASG000eb6a.jpg,2048,1536,Wildebeest,1805,887,2048,1094
10831,ASG000bcp9.jpg,2048,1536,Zebra,456,773,858,978
10832,ASG000b5zn.jpg,2048,1536,Zebra,1619,733,1727,833
10833,ASG000b5zn.jpg,2048,1536,Zebra,272,713,429,822
10834,ASG000b5zn.jpg,2048,1536,Zebra,179,740,245,820
10835,ASG000b5zn.jpg,2048,1536,Zebra,203,758,271,821
10836,ASG000b5zn.jpg,2048,1536,Zebra,112,758,199,823
10837,ASG000b5zn.jpg,2048,1536,Zebra,40,741,108,823
10840,ASG000ewlz.jpg,2048,1536,Zebra,715,789,1081,987
10841,ASG000ewlz.jpg,2048,1536,Zebra,1,809,184,970
10842,ASG000etew.jpg,2048,1536,Zebra,1817,571,2048,1345
10846,ASG000c77w.jpg,2048,1536,Wildebeest,1181,710,1260,765
10847,ASG000c77w.jpg,2048,1536,Wildebeest,1202,697,1337,777
10848,ASG000c77w.jpg,2048,1536,Wildebeest,1277,722,1351,783
10849,ASG000c77w.jpg,2048,1536,Wildebeest,910,621,1229,829
10850,ASG000c77w.jpg,2048,1536,Wildebeest,1,836,1065,1536
10851,ASG000c77w.jpg,2048,1536,Wildebeest,352,854,1284,1536
10852,ASG000c77w.jpg,2048,1536,Wildebeest,716,1,2048,1536
10853,ASG000bgnx.jpg,2048,1536,Wildebeest,1,1,1689,1536
10874,ASG000f4j8.jpg,2048,1536,Wildebeest,1869,808,2048,901
10875,ASG000f4j8.jpg,2048,1536,Wildebeest,1770,813,1891,888
10876,ASG000f4j8.jpg,2048,1536,Wildebeest,1592,800,1725,935
10877,ASG000f4j8.jpg,2048,1536,Wildebeest,1516,796,1668,927
10878,ASG000f4j8.jpg,2048,1536,Wildebeest,1454,802,1578,892
10879,ASG000f4j8.jpg,2048,1536,Wildebeest,1432,834,1494,866
10880,ASG000f4j8.jpg,2048,1536,Wildebeest,1350,837,1389,862
10881,ASG000f4j8.jpg,2048,1536,Wildebeest,1291,833,1361,862
10882,ASG000f4j8.jpg,2048,1536,Wildebeest,1159,821,1245,861
10883,ASG000f4j8.jpg,2048,1536,Wildebeest,1149,819,1214,856
10884,ASG000f4j8.jpg,2048,1536,Wildebeest,1077,810,1155,858
10885,ASG000f4j8.jpg,2048,1536,Wildebeest,1061,818,1108,848
10886,ASG000f4j8.jpg,2048,1536,Wildebeest,970,819,1014,855
10887,ASG000f4j8.jpg,2048,1536,Wildebeest,927,819,981,848
10888,ASG000f4j8.jpg,2048,1536,Wildebeest,728,799,843,857
10889,ASG000f4j8.jpg,2048,1536,Wildebeest,624,816,697,853
10890,ASG000f4j8.jpg,2048,1536,Wildebeest,572,799,639,875
10891,ASG000f4j8.jpg,2048,1536,Wildebeest,380,811,415,851
10892,ASG000f4j8.jpg,2048,1536,Wildebeest,253,808,300,859
10893,ASG000f4j8.jpg,2048,1536,Wildebeest,181,812,242,857
10894,ASG000f4j8.jpg,2048,1536,Wildebeest,151,814,186,845
10895,ASG000f4j8.jpg,2048,1536,Zebra,1,788,44,847
10896,ASG000f4j8.jpg,2048,1536,Zebra,1,801,63,839
10899,ASG000biqk.jpg,2048,1536,Wildebeest,1,677,204,1047
10900,ASG000biqk.jpg,2048,1536,Wildebeest,82,736,462,1018
10901,ASG000biqk.jpg,2048,1536,Wildebeest,814,725,1205,1051
10902,ASG000biqk.jpg,2048,1536,Wildebeest,1545,736,1806,990
10925,ASG000df0m.jpg,2048,1536,Zebra,1984,779,2048,931
10926,ASG000ejae.jpg,2048,1536,Wildebeest,1895,849,2048,987
10927,ASG000ejae.jpg,2048,1536,Wildebeest,1289,879,1393,935
10928,ASG000ejae.jpg,2048,1536,Wildebeest,1174,866,1290,949
10929,ASG000ejae.jpg,2048,1536,Wildebeest,1082,878,1184,933
10930,ASG000ejae.jpg,2048,1536,Wildebeest,986,876,1039,942
10931,ASG000ejae.jpg,2048,1536,Wildebeest,944,895,982,926
10932,ASG000ejae.jpg,2048,1536,Wildebeest,894,891,939,929
10933,ASG000ejae.jpg,2048,1536,Wildebeest,577,889,657,935
10934,ASG000ejae.jpg,2048,1536,Wildebeest,447,865,618,948
10935,ASG000ejae.jpg,2048,1536,Wildebeest,400,879,510,933
10936,ASG000di8h.jpg,2048,1536,Zebra,1279,749,1470,1118
10937,ASG000di8h.jpg,2048,1536,Zebra,1,725,629,1196
10953,ASG000d4n6.jpg,2048,1536,Wildebeest,1,638,700,1536
10954,ASG000d4n6.jpg,2048,1536,Wildebeest,797,921,992,1018
10955,ASG000d4n6.jpg,2048,1536,Wildebeest,1042,929,1191,1011
10956,ASG000d4n6.jpg,2048,1536,Wildebeest,1155,936,1262,984
10957,ASG000d4n6.jpg,2048,1536,Wildebeest,1262,922,1449,1014
10958,ASG000bflr.jpg,2048,1536,Wildebeest,116,583,380,794
10959,ASG000bflr.jpg,2048,1536,Wildebeest,518,731,861,1034
10960,ASG000bflr.jpg,2048,1536,Wildebeest,1,436,216,884
10961,ASG000bflr.jpg,2048,1536,Wildebeest,1,690,720,1536
10962,ASG000bflr.jpg,2048,1536,Wildebeest,1094,914,2000,1401
10963,ASG000bflr.jpg,2048,1536,Wildebeest,672,301,2048,1536
10964,ASG000bflr.jpg,2048,1536,Wildebeest,720,1,2048,1451
10971,ASG000dsd9.jpg,2048,1536,Wildebeest,1672,920,1809,989
10972,ASG000dsd9.jpg,2048,1536,Wildebeest,1361,800,1415,835
10973,ASG000dsd9.jpg,2048,1536,Wildebeest,1,194,512,931
10974,ASG000bv9r.jpg,2048,1536,Zebra,1,782,117,1070
10975,ASG000bv9r.jpg,2048,1536,Zebra,184,748,286,935
10976,ASG000bgxv.jpg,2048,1536,Wildebeest,1069,1,2047,1536
10977,ASG000bgxv.jpg,2048,1536,Wildebeest,1,1,1397,1536
10978,ASG000dhvn.jpg,2048,1536,Zebra,1866,877,1981,947
10979,ASG000dhvn.jpg,2048,1536,Zebra,1429,748,1641,1139
10980,ASG000dhvn.jpg,2048,1536,Zebra,884,780,1065,988
10981,ASG000dhvn.jpg,2048,1536,Zebra,23,820,136,899
10982,ASG000dhvn.jpg,2048,1536,Zebra,76,638,463,995
11014,ASG000byes.jpg,2048,1536,Wildebeest,1,1,2048,1536
11026,ASG000bgym.jpg,2048,1536,Zebra,1725,586,2048,957
11040,ASG000e617.jpg,2048,1536,Wildebeest,1148,1130,1610,1344
11041,ASG000e617.jpg,2048,1536,Wildebeest,1275,1074,1483,1216
11042,ASG000e617.jpg,2048,1536,Zebra,1926,801,2048,1015
11043,ASG000e617.jpg,2048,1536,Wildebeest,1658,699,2048,1302
11044,ASG000e617.jpg,2048,1536,Zebra,1325,829,1768,1057
11045,ASG000e617.jpg,2048,1536,Zebra,1185,830,1600,1052
11046,ASG000e617.jpg,2048,1536,Zebra,795,830,1224,1060
11047,ASG000e617.jpg,2048,1536,Wildebeest,1128,921,1164,956
11048,ASG000e617.jpg,2048,1536,Wildebeest,817,669,1174,1309
11049,ASG000e617.jpg,2048,1536,Wildebeest,1,442,1297,1536
11050,ASG000ceu5.jpg,2048,1536,Wildebeest,734,1,2048,1536
11051,ASG000cl6j.jpg,2048,1536,Wildebeest,2016,650,2048,675
11052,ASG000cl6j.jpg,2048,1536,Wildebeest,1985,652,2024,678
11053,ASG000cl6j.jpg,2048,1536,Wildebeest,1825,651,1860,674
11054,ASG000cl6j.jpg,2048,1536,Wildebeest,1743,650,1787,671
11055,ASG000cl6j.jpg,2048,1536,Wildebeest,1691,646,1730,671
11056,ASG000cl6j.jpg,2048,1536,Wildebeest,1594,641,1631,666
11057,ASG000cl6j.jpg,2048,1536,Wildebeest,1623,643,1657,669
11058,ASG000cl6j.jpg,2048,1536,Wildebeest,1377,642,1426,672
11059,ASG000cl6j.jpg,2048,1536,Wildebeest,1291,644,1340,668
11060,ASG000cl6j.jpg,2048,1536,Wildebeest,1236,638,1279,668
11061,ASG000cl6j.jpg,2048,1536,Wildebeest,1226,640,1271,669
11062,ASG000cl6j.jpg,2048,1536,Wildebeest,1044,632,1074,664
11063,ASG000cl6j.jpg,2048,1536,Wildebeest,192,511,581,832
11064,ASG000ew7g.jpg,2048,1536,Wildebeest,1867,639,2048,911
11065,ASG000ew7g.jpg,2048,1536,Wildebeest,1654,769,1936,884
11066,ASG000ew7g.jpg,2048,1536,Wildebeest,1634,700,1950,837
11067,ASG000ew7g.jpg,2048,1536,Wildebeest,1145,647,1456,911
11068,ASG000ew7g.jpg,2048,1536,Wildebeest,1189,650,1301,749
11069,ASG000ew7g.jpg,2048,1536,Wildebeest,976,726,1088,845
11070,ASG000ew7g.jpg,2048,1536,Wildebeest,753,688,897,809
11071,ASG000ew7g.jpg,2048,1536,Wildebeest,693,700,770,812
11072,ASG000ew7g.jpg,2048,1536,Wildebeest,550,662,663,803
11073,ASG000ew7g.jpg,2048,1536,Wildebeest,397,741,566,828
11074,ASG000ew7g.jpg,2048,1536,Wildebeest,1,656,417,851
11075,ASG000ew7g.jpg,2048,1536,Wildebeest,1,649,166,791
11077,ASG000f5lx.jpg,2048,1536,Wildebeest,1169,734,1215,760
11078,ASG000f5lx.jpg,2048,1536,Wildebeest,326,695,688,1028
11087,ASG000d55p.jpg,2048,1536,Wildebeest,1,1,809,1093
11088,ASG000d55p.jpg,2048,1536,Wildebeest,1,1102,1449,1536
11089,ASG000d55p.jpg,2048,1536,Wildebeest,1358,891,1507,1053
11090,ASG000d55p.jpg,2048,1536,Wildebeest,1648,888,1771,1020
11091,ASG000d55p.jpg,2048,1536,Wildebeest,1062,158,2048,1455
11093,ASG000bdin.jpg,2048,1536,Wildebeest,919,751,1106,840
11094,ASG000bdin.jpg,2048,1536,Wildebeest,1497,710,1678,816
11095,ASG000bdin.jpg,2048,1536,Wildebeest,190,868,223,891
11100,ASG000eiym.jpg,2048,1536,Zebra,1,446,679,1536
11101,ASG000eiym.jpg,2048,1536,Zebra,940,618,1141,865
11102,ASG000eiym.jpg,2048,1536,Zebra,1369,615,1422,709
11103,ASG000bezk.jpg,2048,1536,Wildebeest,557,616,583,649
11104,ASG000bezk.jpg,2048,1536,Wildebeest,499,614,546,653
11105,ASG000bezk.jpg,2048,1536,Wildebeest,26,533,492,812
11106,ASG000bezk.jpg,2048,1536,Wildebeest,534,511,1063,900
11107,ASG000bezk.jpg,2048,1536,Wildebeest,1009,618,1054,651
11108,ASG000bezk.jpg,2048,1536,Wildebeest,943,616,991,647
11109,ASG000bezk.jpg,2048,1536,Wildebeest,1159,620,1243,687
11110,ASG000bezk.jpg,2048,1536,Wildebeest,1250,624,1306,654
11111,ASG000bezk.jpg,2048,1536,Wildebeest,1360,623,1412,655
11112,ASG000bezk.jpg,2048,1536,Wildebeest,1471,625,1506,650
11113,ASG000bezk.jpg,2048,1536,Wildebeest,1502,625,1552,655
11114,ASG000bezk.jpg,2048,1536,Wildebeest,1565,617,1656,658
11115,ASG000bezk.jpg,2048,1536,Wildebeest,1610,611,1688,657
11116,ASG000bezk.jpg,2048,1536,Wildebeest,1791,623,1876,708
11117,ASG000bezk.jpg,2048,1536,Wildebeest,1840,626,1928,706
11118,ASG000bezk.jpg,2048,1536,Wildebeest,1888,621,1944,660
11119,ASG000bezk.jpg,2048,1536,Wildebeest,1963,596,2048,718
11120,ASG000bezk.jpg,2048,1536,Wildebeest,1946,639,1994,661
11124,ASG000d578.jpg,2048,1536,Wildebeest,461,927,705,1049
11125,ASG000d578.jpg,2048,1536,Wildebeest,826,932,1067,1043
11126,ASG000d578.jpg,2048,1536,Wildebeest,1964,905,2048,1009
11129,ASG000e0be.jpg,2048,1536,Zebra,1,517,1079,1160
11131,ASG000e5tu.jpg,2048,1536,Wildebeest,1,928,34,991
11132,ASG000e5tu.jpg,2048,1536,Wildebeest,17,914,132,988
11133,ASG000e5tu.jpg,2048,1536,Wildebeest,77,904,264,1005
11134,ASG000e5tu.jpg,2048,1536,Wildebeest,1,1190,118,1270
11135,ASG000e5tu.jpg,2048,1536,Wildebeest,171,697,592,1283
11136,ASG000e5tu.jpg,2048,1536,Wildebeest,844,1114,1239,1274
11137,ASG000e5tu.jpg,2048,1536,Wildebeest,1469,1151,2048,1344
11138,ASG000e5tu.jpg,2048,1536,Wildebeest,736,667,1677,1314
11139,ASG000e5tu.jpg,2048,1536,Wildebeest,1139,559,2048,1414
11140,ASG000e5tu.jpg,2048,1536,Wildebeest,1612,549,2031,1167
11141,ASG000bduo.jpg,2048,1536,Zebra,349,684,604,838
11142,ASG000bduo.jpg,2048,1536,Zebra,422,766,573,837
11143,ASG000dpmt.jpg,2048,1536,Zebra,1,445,694,954
11144,ASG000dpmt.jpg,2048,1536,Zebra,628,688,708,737
11145,ASG000dpmt.jpg,2048,1536,Zebra,1049,482,1514,1076
11146,ASG000dpmt.jpg,2048,1536,Zebra,652,542,1124,1012
11151,ASG000ckzc.jpg,2048,1536,Wildebeest,1472,727,1590,810
11152,ASG000ckzc.jpg,2048,1536,Wildebeest,1177,643,1212,675
11153,ASG000ckzc.jpg,2048,1536,Wildebeest,86,706,200,740
11154,ASG000ckzc.jpg,2048,1536,Wildebeest,23,625,259,729
11155,ASG000ckzc.jpg,2048,1536,Wildebeest,823,628,855,668
11156,ASG000ckzc.jpg,2048,1536,Wildebeest,856,626,912,664
11157,ASG000ckzc.jpg,2048,1536,Wildebeest,950,638,987,666
11158,ASG000ckzc.jpg,2048,1536,Wildebeest,1036,637,1073,664
11159,ASG000ckzc.jpg,2048,1536,Wildebeest,1158,628,1195,675
11160,ASG000ckzc.jpg,2048,1536,Wildebeest,1216,575,1333,733
11161,ASG000ckzc.jpg,2048,1536,Zebra,1614,647,1652,668
11162,ASG000ckzc.jpg,2048,1536,Zebra,1647,651,1686,672
11163,ASG000ckzc.jpg,2048,1536,Wildebeest,1702,649,1743,670
11164,ASG000ckzc.jpg,2048,1536,Wildebeest,1983,645,2014,680
11168,ASG000cebw.jpg,2048,1536,Zebra,371,726,507,842
11169,ASG000eqpz.jpg,2048,1536,Wildebeest,1990,794,2048,873
11170,ASG000eqpz.jpg,2048,1536,Wildebeest,1910,806,1993,861
11171,ASG000eqpz.jpg,2048,1536,Wildebeest,1954,808,2019,862
11172,ASG000eqpz.jpg,2048,1536,Wildebeest,1633,791,1698,859
11173,ASG000eqpz.jpg,2048,1536,Wildebeest,1686,800,1716,839
11174,ASG000eqpz.jpg,2048,1536,Wildebeest,1727,814,1758,842
11175,ASG000eqpz.jpg,2048,1536,Wildebeest,1784,813,1812,848
11176,ASG000eqpz.jpg,2048,1536,Wildebeest,1756,812,1785,847
11177,ASG000eqpz.jpg,2048,1536,Wildebeest,1832,813,1883,847
11178,ASG000eqpz.jpg,2048,1536,Wildebeest,1884,815,1934,851
11179,ASG000eqpz.jpg,2048,1536,Wildebeest,1590,803,1634,844
11180,ASG000eqpz.jpg,2048,1536,Wildebeest,1471,803,1510,830
11181,ASG000eqpz.jpg,2048,1536,Wildebeest,1398,783,1470,870
11182,ASG000eqpz.jpg,2048,1536,Wildebeest,1125,774,1352,895
11183,ASG000eqpz.jpg,2048,1536,Wildebeest,1074,788,1127,824
11184,ASG000eqpz.jpg,2048,1536,Wildebeest,965,788,1008,819
11185,ASG000eqpz.jpg,2048,1536,Wildebeest,1008,788,1075,828
11186,ASG000eqpz.jpg,2048,1536,Wildebeest,679,739,922,910
11187,ASG000eqpz.jpg,2048,1536,Wildebeest,596,775,703,837
11188,ASG000eqpz.jpg,2048,1536,Wildebeest,326,720,632,906
11189,ASG000eqpz.jpg,2048,1536,Wildebeest,227,741,459,871
11190,ASG000eqpz.jpg,2048,1536,Zebra,185,766,234,808
11191,ASG000eqpz.jpg,2048,1536,Wildebeest,1,748,78,837
11192,ASG000cjna.jpg,2048,1536,Wildebeest,1,609,622,1355
11193,ASG000cjna.jpg,2048,1536,Wildebeest,40,673,747,1329
11194,ASG000cjna.jpg,2048,1536,Wildebeest,249,1,2048,1536
11195,ASG000ckq0.jpg,2048,1536,Wildebeest,1,804,1311,1398
11196,ASG000ckq0.jpg,2048,1536,Wildebeest,1,1,2048,1536
11197,ASG000deqd.jpg,2048,1536,Wildebeest,1,639,534,1536
11198,ASG000deqd.jpg,2048,1536,Wildebeest,1,837,1339,1427
11199,ASG000deqd.jpg,2048,1536,Wildebeest,454,489,1492,1536
11200,ASG000deqd.jpg,2048,1536,Wildebeest,604,1,2048,1459
11201,ASG000deqd.jpg,2048,1536,Wildebeest,1,1,1347,1094
11217,ASG000f1hl.jpg,2048,1536,Zebra,1101,818,1176,860
11218,ASG000f1hl.jpg,2048,1536,Wildebeest,1818,777,2048,906
11219,ASG000f1hl.jpg,2048,1536,Wildebeest,1375,769,1627,896
11220,ASG000f1hl.jpg,2048,1536,Wildebeest,566,808,721,878
11221,ASG000f1hl.jpg,2048,1536,Wildebeest,237,820,355,894
11222,ASG000f1hl.jpg,2048,1536,Wildebeest,48,772,315,892
11223,ASG000cdwe.jpg,2048,1536,Wildebeest,1176,733,1420,891
11224,ASG000cdwe.jpg,2048,1536,Wildebeest,1954,749,2048,940
11225,ASG000cdwe.jpg,2048,1536,Zebra,1759,803,1877,853
11226,ASG000cdwe.jpg,2048,1536,Zebra,1885,811,1971,858
11228,ASG000dw4z.jpg,2048,1536,Zebra,1,300,669,1452
11229,ASG000dw4z.jpg,2048,1536,Zebra,1,363,464,939
11230,ASG000dw4z.jpg,2048,1536,Zebra,1,797,717,1452
11239,ASG000dein.jpg,2048,1536,Wildebeest,1,1074,697,1536
11240,ASG000dein.jpg,2048,1536,Wildebeest,687,811,2048,1536
11241,ASG000dein.jpg,2048,1536,Wildebeest,1,522,802,1162
11242,ASG000dein.jpg,2048,1536,Wildebeest,512,552,1482,1200
11263,ASG000cuyd.jpg,2048,1536,Zebra,474,289,1271,1106
11264,ASG000cuyd.jpg,2048,1536,Zebra,876,582,1609,1080
11269,ASG000dien.jpg,2048,1536,Zebra,1,760,607,1254
